"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Waikato","Te Manawa Taki","Events",50878
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Waikato","Te Manawa Taki","Population",444550
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Waikato","Te Manawa Taki","Rate",1111.8709
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Wairarapa","Central","Events",7402
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Wairarapa","Central","Population",49560
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Wairarapa","Central","Rate",1330.0314
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Waitematā","Northern","Events",69639
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Waitematā","Northern","Population",636050
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Waitematā","Northern","Rate",1140.1517
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"West Coast","Te Waipounamu","Events",5992
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"West Coast","Te Waipounamu","Population",32840
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"West Coast","Te Waipounamu","Rate",1536.313
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Whanganui","Central","Events",10019
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Whanganui","Central","Population",68720
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"Whanganui","Central","Rate",1285.2685
"1.3.2","SIR: FSA","2020/21","Jun","2021-06",NA,"National","National","Rate",1187.1174
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Auckland","Northern","Events",59087
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Auckland","Northern","Population",496125
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Auckland","Northern","Rate",1268.5266
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Bay of Plenty","Te Manawa Taki","Events",31878
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Bay of Plenty","Te Manawa Taki","Population",269580
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Bay of Plenty","Te Manawa Taki","Rate",1100.1017
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Canterbury","Te Waipounamu","Events",52192
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Canterbury","Te Waipounamu","Population",585355
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Canterbury","Te Waipounamu","Rate",915.1773
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Capital, Coast and Hutt Valley","Central","Events",55332
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Capital, Coast and Hutt Valley","Central","Population",483520
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Capital, Coast and Hutt Valley","Central","Rate",1218.5179
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Counties Manukau","Northern","Events",61653
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Counties Manukau","Northern","Population",597850
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Counties Manukau","Northern","Rate",1121.8016
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Hawke's Bay","Central","Events",20912
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Hawke's Bay","Central","Population",181240
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Hawke's Bay","Central","Rate",1095.2301
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Lakes","Te Manawa Taki","Events",16437
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Lakes","Te Manawa Taki","Population",117870
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Lakes","Te Manawa Taki","Rate",1342.9936
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"MidCentral","Central","Events",30727
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"MidCentral","Central","Population",188730
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"MidCentral","Central","Rate",1533.61
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Nelson Marlborough","Te Waipounamu","Events",20145
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Nelson Marlborough","Te Waipounamu","Population",164155
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Nelson Marlborough","Te Waipounamu","Rate",1117.2922
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Northland","Northern","Events",27442
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Northland","Northern","Population",197770
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Northland","Northern","Rate",1229.5362
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"South Canterbury","Te Waipounamu","Events",10560
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"South Canterbury","Te Waipounamu","Population",62212
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"South Canterbury","Te Waipounamu","Rate",1524.0329
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Southern","Te Waipounamu","Events",39795
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Southern","Te Waipounamu","Population",350050
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Southern","Te Waipounamu","Rate",1130.5054
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Tairāwhiti","Te Manawa Taki","Events",9112
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Tairāwhiti","Te Manawa Taki","Population",51660
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Tairāwhiti","Te Manawa Taki","Rate",1694.3683
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Taranaki","Te Manawa Taki","Events",15206
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Taranaki","Te Manawa Taki","Population",126318
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Taranaki","Te Manawa Taki","Rate",1129.7081
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Waikato","Te Manawa Taki","Events",50866
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Waikato","Te Manawa Taki","Population",446195
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Waikato","Te Manawa Taki","Rate",1108.6732
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Wairarapa","Central","Events",7284
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Wairarapa","Central","Population",49858
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Wairarapa","Central","Rate",1302.3686
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Waitematā","Northern","Events",69086
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Waitematā","Northern","Population",635570
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Waitematā","Northern","Rate",1130.4138
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"West Coast","Te Waipounamu","Events",5635
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"West Coast","Te Waipounamu","Population",32868
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"West Coast","Te Waipounamu","Rate",1443.0092
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Whanganui","Central","Events",9911
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Whanganui","Central","Population",68890
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"Whanganui","Central","Rate",1270.7854
"1.3.2","SIR: FSA","2021/22","Sep","2021-09",NA,"National","National","Rate",1161.9301
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Auckland","Northern","Events",53400
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Auckland","Northern","Population",486360
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Auckland","Northern","Rate",1166.9591
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Bay of Plenty","Te Manawa Taki","Events",30057
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Bay of Plenty","Te Manawa Taki","Population",272900
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Bay of Plenty","Te Manawa Taki","Rate",1026.3989
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Canterbury","Te Waipounamu","Events",47782
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Canterbury","Te Waipounamu","Population",589240
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Canterbury","Te Waipounamu","Rate",833.9201
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Capital, Coast and Hutt Valley","Central","Events",51042
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Capital, Coast and Hutt Valley","Central","Population",483270
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Capital, Coast and Hutt Valley","Central","Rate",1124.9668
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Counties Manukau","Northern","Events",55378
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Counties Manukau","Northern","Population",601580
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Counties Manukau","Northern","Rate",999.9769
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Hawke's Bay","Central","Events",19246
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Hawke's Bay","Central","Population",182010
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Hawke's Bay","Central","Rate",1003.9063
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Lakes","Te Manawa Taki","Events",15653
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Lakes","Te Manawa Taki","Population",118130
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Lakes","Te Manawa Taki","Rate",1270.8372
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"MidCentral","Central","Events",28306
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"MidCentral","Central","Population",189660
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"MidCentral","Central","Rate",1407.6844
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Nelson Marlborough","Te Waipounamu","Events",17719
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Nelson Marlborough","Te Waipounamu","Population",164730
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Nelson Marlborough","Te Waipounamu","Rate",983.8978
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Northland","Northern","Events",26199
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Northland","Northern","Population",200230
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Northland","Northern","Rate",1158.241
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"South Canterbury","Te Waipounamu","Events",10858
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"South Canterbury","Te Waipounamu","Population",62275
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"South Canterbury","Te Waipounamu","Rate",1576.0236
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Southern","Te Waipounamu","Events",37477
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Southern","Te Waipounamu","Population",350780
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Southern","Te Waipounamu","Rate",1064.7
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Tairāwhiti","Te Manawa Taki","Events",9944
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Tairāwhiti","Te Manawa Taki","Population",51880
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Tairāwhiti","Te Manawa Taki","Rate",1824.2241
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Taranaki","Te Manawa Taki","Events",14979
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Taranaki","Te Manawa Taki","Population",127100
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Taranaki","Te Manawa Taki","Rate",1107.1024
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Waikato","Te Manawa Taki","Events",50585
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Waikato","Te Manawa Taki","Population",450440
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Waikato","Te Manawa Taki","Rate",1091.5742
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Wairarapa","Central","Events",6926
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Wairarapa","Central","Population",50615
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Wairarapa","Central","Rate",1225.0293
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Waitematā","Northern","Events",61668
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Waitematā","Northern","Population",634170
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Waitematā","Northern","Rate",1011.4729
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"West Coast","Te Waipounamu","Events",5022
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"West Coast","Te Waipounamu","Population",32840
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"West Coast","Te Waipounamu","Rate",1288.793
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Whanganui","Central","Events",9982
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Whanganui","Central","Population",69420
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"Whanganui","Central","Rate",1269.6516
"1.3.2","SIR: FSA","2021/22","Jun","2022-06",NA,"National","National","Rate",1079.06
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Auckland","Northern","Events",53592
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Auckland","Northern","Population",483115
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Auckland","Northern","Rate",1177.2571
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Bay of Plenty","Te Manawa Taki","Events",30250
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Bay of Plenty","Te Manawa Taki","Population",273925
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Bay of Plenty","Te Manawa Taki","Rate",1030.2318
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Canterbury","Te Waipounamu","Events",46978
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Canterbury","Te Waipounamu","Population",590410
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Canterbury","Te Waipounamu","Rate",819.7187
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Capital, Coast and Hutt Valley","Central","Events",50542
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Capital, Coast and Hutt Valley","Central","Population",483000
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Capital, Coast and Hutt Valley","Central","Rate",1114.822
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Counties Manukau","Northern","Events",55866
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Counties Manukau","Northern","Population",602880
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Counties Manukau","Northern","Rate",1003.3511
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Hawke's Bay","Central","Events",19548
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Hawke's Bay","Central","Population",182210
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Hawke's Bay","Central","Rate",1018.8386
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Lakes","Te Manawa Taki","Events",15735
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Lakes","Te Manawa Taki","Population",118205
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Lakes","Te Manawa Taki","Rate",1276.5938
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"MidCentral","Central","Events",27953
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"MidCentral","Central","Population",189890
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"MidCentral","Central","Rate",1389.5264
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Nelson Marlborough","Te Waipounamu","Events",17218
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Nelson Marlborough","Te Waipounamu","Population",164950
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Nelson Marlborough","Te Waipounamu","Rate",955.7925
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Northland","Northern","Events",26751
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Northland","Northern","Population",200880
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Northland","Northern","Rate",1179.0964
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"South Canterbury","Te Waipounamu","Events",10722
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"South Canterbury","Te Waipounamu","Population",62300
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"South Canterbury","Te Waipounamu","Rate",1557.1857
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Southern","Te Waipounamu","Events",37464
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Southern","Te Waipounamu","Population",351075
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Southern","Te Waipounamu","Rate",1065.0344
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Tairāwhiti","Te Manawa Taki","Events",9519
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Tairāwhiti","Te Manawa Taki","Population",51932
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Tairāwhiti","Te Manawa Taki","Rate",1742.4478
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Taranaki","Te Manawa Taki","Events",15065
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Taranaki","Te Manawa Taki","Population",127225
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Taranaki","Te Manawa Taki","Rate",1113.6035
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Waikato","Te Manawa Taki","Events",50044
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Waikato","Te Manawa Taki","Population",451770
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Waikato","Te Manawa Taki","Rate",1077.3769
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Wairarapa","Central","Events",6988
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Wairarapa","Central","Population",50820
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Wairarapa","Central","Rate",1231.6103
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Waitematā","Northern","Events",61556
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Waitematā","Northern","Population",633735
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Waitematā","Northern","Rate",1010.5093
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"West Coast","Te Waipounamu","Events",5285
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"West Coast","Te Waipounamu","Population",32795
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"West Coast","Te Waipounamu","Rate",1359.2449
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Whanganui","Central","Events",9910
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Whanganui","Central","Population",69540
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"Whanganui","Central","Rate",1258.3138
"1.3.2","SIR: FSA","2022/23","Sep","2022-09",NA,"National","National","Rate",1076.0064
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Auckland","Northern","Events",56519
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Auckland","Northern","Population",476210
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Auckland","Northern","Rate",1258.3201
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Bay of Plenty","Te Manawa Taki","Events",31868
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Bay of Plenty","Te Manawa Taki","Population",276740
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Bay of Plenty","Te Manawa Taki","Rate",1074.899
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Canterbury","Te Waipounamu","Events",46631
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Canterbury","Te Waipounamu","Population",593920
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Canterbury","Te Waipounamu","Rate",811.9757
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Capital, Coast and Hutt Valley","Central","Events",50139
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Capital, Coast and Hutt Valley","Central","Population",483130
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Capital, Coast and Hutt Valley","Central","Rate",1107.0831
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Counties Manukau","Northern","Events",60942
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Counties Manukau","Northern","Population",606830
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Counties Manukau","Northern","Rate",1080.1413
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Hawke's Bay","Central","Events",20119
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Hawke's Bay","Central","Population",182780
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Hawke's Bay","Central","Rate",1043.838
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Lakes","Te Manawa Taki","Events",16424
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Lakes","Te Manawa Taki","Population",118430
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Lakes","Te Manawa Taki","Rate",1325.5957
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"MidCentral","Central","Events",28379
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"MidCentral","Central","Population",190670
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"MidCentral","Central","Rate",1406.6519
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Nelson Marlborough","Te Waipounamu","Events",16802
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Nelson Marlborough","Te Waipounamu","Population",165510
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Nelson Marlborough","Te Waipounamu","Rate",929.4447
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Northland","Northern","Events",28521
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Northland","Northern","Population",202880
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Northland","Northern","Rate",1242.4949
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"South Canterbury","Te Waipounamu","Events",10615
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"South Canterbury","Te Waipounamu","Population",62345
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"South Canterbury","Te Waipounamu","Rate",1546.4363
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Southern","Te Waipounamu","Events",39399
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Southern","Te Waipounamu","Population",352170
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Southern","Te Waipounamu","Rate",1120.5017
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Tairāwhiti","Te Manawa Taki","Events",8420
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Tairāwhiti","Te Manawa Taki","Population",51975
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Tairāwhiti","Te Manawa Taki","Rate",1533.5646
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Taranaki","Te Manawa Taki","Events",15402
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Taranaki","Te Manawa Taki","Population",127680
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Taranaki","Te Manawa Taki","Rate",1136.659
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Waikato","Te Manawa Taki","Events",50837
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Waikato","Te Manawa Taki","Population",455650
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Waikato","Te Manawa Taki","Rate",1086.8466
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Wairarapa","Central","Events",7835
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Wairarapa","Central","Population",51425
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Wairarapa","Central","Rate",1365.9518
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Waitematā","Northern","Events",66497
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Waitematā","Northern","Population",633310
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Waitematā","Northern","Rate",1092.0685
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"West Coast","Te Waipounamu","Events",5550
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"West Coast","Te Waipounamu","Population",32755
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"West Coast","Te Waipounamu","Rate",1430.4634
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Whanganui","Central","Events",10527
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Whanganui","Central","Population",69760
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Whanganui","Central","Rate",1331.6636
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"National","National","Rate",1112.9861
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Auckland","Northern","Events",57059
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Auckland","Northern","Population",474420
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Auckland","Northern","Rate",1272.9366
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Bay of Plenty","Te Manawa Taki","Events",31665
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Bay of Plenty","Te Manawa Taki","Population",277610
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Bay of Plenty","Te Manawa Taki","Rate",1066.7562
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Canterbury","Te Waipounamu","Events",47768
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Canterbury","Te Waipounamu","Population",595065
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Canterbury","Te Waipounamu","Rate",829.1995
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Capital, Coast and Hutt Valley","Central","Events",51111
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Capital, Coast and Hutt Valley","Central","Population",483310
